dataset,dependence,task,method,operator,aggregation,relevance,redundancy,stop_mode,k,score_threshold,seed,precision,recall,f1,redundancy_rate,noise_rate,downstream_score,runtime_s
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.8,0.9076751946607342,0.32114991499111056
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,0,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.8912680756395995,0.3191251659882255
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9079532814238043,0.1509012909955345
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,4,0.1,0,0.25,1.0,0.4,0.0,0.5,0.903921023359288,0.1668292500253301
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,2,,0,0.5,1.0,0.6666666666666666,0.0,0.5,0.8912680756395995,0.15013720898423344
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,6,0.1,0,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6666666666666666,0.903921023359288,0.1745297490269877
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9079532814238043,0.15124858502531424
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,4,0.1,0,0.25,1.0,0.4,0.0,0.5,0.903921023359288,0.16978733200812712
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,2,,0,0.5,1.0,0.6666666666666666,0.0,0.0,0.9068409343715239,0.16411416701157577
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,4,0.1,0,0.25,1.0,0.4,0.0,0.5,0.903921023359288,0.1849772919958923
nonlin_redundancy_clf,mixed,classification,skb_f,,,,,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9122636262513903,0.12410970701603219
nonlin_redundancy_clf,mixed,classification,skb_mi,,,,,val_fixed_k,2,,0,0.5,1.0,0.6666666666666666,0.0,0.5,0.9082313681868743,0.14293599899974652
nonlin_redundancy_clf,mixed,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.8805617352614016,0.3238036669790745
nonlin_redundancy_clf,mixed,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,1,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.885706340378198,0.31537220798782073
nonlin_redundancy_clf,mixed,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.8805617352614016,0.3228746669483371
nonlin_redundancy_clf,mixed,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.1,1,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.885706340378198,0.34322383301332593
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.8805617352614016,0.3211133759759832
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,1,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.885706340378198,0.3147357499692589
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.8684649610678532,0.14852920797420666
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,5,0.1,1,0.2,1.0,0.33333333333333337,0.0,0.6,0.8934927697441601,0.16893445799360052
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.8566462736373748,0.1502952909504529
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,7,0.1,1,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.8940489432703004,0.17185370897641405
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.8684649610678532,0.15001104099792428
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,7,0.0,1,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9101779755283649,0.17204079203656875
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.8684649610678532,0.1649025420192629
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,5,0.1,1,0.2,1.0,0.33333333333333337,0.0,0.6,0.8934927697441601,0.1849972500349395
nonlin_redundancy_clf,mixed,classification,skb_f,,,,,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.864432703003337,0.12280612502945587
nonlin_redundancy_clf,mixed,classification,skb_mi,,,,,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.8851501668520578,0.14455299999099225
nonlin_redundancy_clf,mixed,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.8,0.8909899888765295,0.3212781259790063
nonlin_redundancy_clf,mixed,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,4,0.0,2,0.25,1.0,0.4,0.0,0.75,0.903642936596218,0.31622020798386075
nonlin_redundancy_clf,mixed,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.9071190211345941,0.32110104098683223
nonlin_redundancy_clf,mixed,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,4,0.1,2,0.25,1.0,0.4,0.0,0.75,0.899610678531702,0.3382674590102397
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.9128197997775306,0.3184327509952709
nonlin_redundancy_clf,mixed,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,2,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.899610678531702,0.31648829198093154
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8869577308120133,0.15112387598492205
nonlin_redundancy_clf,mixed,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,5,0.1,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8869577308120133,0.17065999898477457
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8947441601779755,0.15149645699420944
nonlin_redundancy_clf,mixed,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,7,0.1,2,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.8745828698553948,0.1721902920107823
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8869577308120133,0.15204629200161435
nonlin_redundancy_clf,mixed,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,5,0.1,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8869577308120133,0.174142124975333
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.8743047830923247,0.16374875098699704
nonlin_redundancy_clf,mixed,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,5,0.1,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8947441601779755,0.18616491596912965
nonlin_redundancy_clf,mixed,classification,skb_f,,,,,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.8915461624026697,0.1238868740038015
nonlin_redundancy_clf,mixed,classification,skb_mi,,,,,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.8918242491657398,0.14247287504258566
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9819329519107869,0.34417812500032596
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,4,0.0,0,0.25,1.0,0.4,0.0,0.5,0.9820741700908789,0.32661583204753697
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9811449708581612,0.34418012396781705
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,5,0.1,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9811449708581612,0.3733043349930085
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.8,0.9801026792078207,0.34156779100885615
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_threshold,3,0.0,0,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,0.9809567316619922,0.31691975001012906
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813726176427877,0.1633061659813393
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_threshold,5,0.1,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813726176427877,0.21418395900400355
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813726176427877,0.16371866699773818
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_threshold,6,0.1,0,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6666666666666666,0.9812701112713481,0.23688520799623802
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813726176427877,0.16334349897806533
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_threshold,5,0.1,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813726176427877,0.2332996669865679
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9812598518308748,0.17796091703348793
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_threshold,5,0.1,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9812598518308748,0.24028670901316218
nonlin_redundancy_reg,mixed,regression,skb_f,,,,,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9813059530675449,0.13629012601450086
nonlin_redundancy_reg,mixed,regression,skb_mi,,,,,val_fixed_k,5,,0,0.2,1.0,0.33333333333333337,0.0,0.6,0.9812479868398492,0.1572907500085421
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,1,,1,1.0,1.0,1.0,0.0,0.0,0.9813592146584064,0.35941204096889123
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,1,0.1,1,1.0,1.0,1.0,0.0,0.0,0.9813592146584064,0.32943075097864494
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.5,0.9835992757420488,0.3424262069747783
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,4,0.1,1,0.25,1.0,0.4,0.0,0.5,0.9839587986250865,0.3645589590014424
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,1,,1,1.0,1.0,1.0,0.0,0.0,0.9813592146584064,0.3418428749719169
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_threshold,1,0.1,1,1.0,1.0,1.0,0.0,0.0,0.9813592146584064,0.33553162298630923
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9824935370613781,0.1630585829843767
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_threshold,7,0.0,1,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9834693800197897,0.21032049800851382
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9824935370613781,0.16164137399755418
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_threshold,7,0.1,1,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9834693800197897,0.23698570800479501
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9824935370613781,0.1642092089750804
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_threshold,6,0.05,1,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6666666666666666,0.9836534906119991,0.22488245699787512
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9824935370613781,0.177576918998966
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_threshold,6,0.05,1,0.16666666666666666,1.0,0.2857142857142857,0.0,0.6666666666666666,0.9836534906119991,0.2352493750222493
nonlin_redundancy_reg,mixed,regression,skb_f,,,,,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9828156782891884,0.13585695897927508
nonlin_redundancy_reg,mixed,regression,skb_mi,,,,,val_fixed_k,2,,1,0.5,1.0,0.6666666666666666,0.0,0.0,0.9828156782891884,0.1563517070026137
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.9817895100883675,0.3431466250331141
nonlin_redundancy_reg,mixed,regression,MID,difference,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,5,0.0,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.9817895100883675,0.3337801670131739
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.9806971565208734,0.34369529198738746
nonlin_redundancy_reg,mixed,regression,MIQ,quotient,mean,mutual_info_sklearn,mutual_info_sklearn,val_threshold,5,0.1,2,0.2,1.0,0.33333333333333337,0.0,0.6,0.9814224211339373,0.3866471239889506
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.5,0.9801001345345044,0.35360108403256163
nonlin_redundancy_reg,mixed,regression,MIFS,difference,sum,mutual_info_sklearn,mutual_info_sklearn,val_threshold,4,0.0,2,0.25,1.0,0.4,0.0,0.75,0.981187215138929,0.32614212500629947
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_fixed_k,1,,2,1.0,1.0,1.0,0.0,0.0,0.9778540575321977,0.16068804197129793
nonlin_redundancy_reg,mixed,regression,FCD,difference,mean,f_regression,pearson_abs,val_threshold,4,0.0,2,0.25,1.0,0.4,0.0,0.5,0.9801267278518718,0.20509854197734967
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_fixed_k,1,,2,1.0,1.0,1.0,0.0,0.0,0.9778540575321977,0.16365729199605994
nonlin_redundancy_reg,mixed,regression,FCQ,quotient,mean,f_regression,pearson_abs,val_threshold,7,0.1,2,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9810764990832217,0.23848416804685257
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_fixed_k,1,,2,1.0,1.0,1.0,0.0,0.0,0.9778540575321977,0.16265033397939987
nonlin_redundancy_reg,mixed,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,val_threshold,7,0.0,2,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9810764990832217,0.2224287079880014
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_fixed_k,1,,2,1.0,1.0,1.0,0.0,0.0,0.9778540575321977,0.17680945800384507
nonlin_redundancy_reg,mixed,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,val_threshold,7,0.0,2,0.14285714285714285,1.0,0.25,0.0,0.7142857142857143,0.9810764990832217,0.23555891602882184
nonlin_redundancy_reg,mixed,regression,skb_f,,,,,val_fixed_k,1,,2,1.0,1.0,1.0,0.0,0.0,0.9778540575321977,0.13685183500638232
nonlin_redundancy_reg,mixed,regression,skb_mi,,,,,val_fixed_k,2,,2,0.5,1.0,0.6666666666666666,0.0,0.0,0.980905941262344,0.15702554196468554
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,0,1.0,1.0,1.0,0.0,0.0,0.9165219806931038,0.38342204099171795
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,2,0.1,0,1.0,1.0,1.0,0.0,0.0,0.9165219806931038,0.3790466240316164
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,0,0.2,0.5,0.28571428571428575,0.0,0.6,0.9206542120980623,0.38611691698315553
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,6,0.1,0,0.3333333333333333,1.0,0.5,0.0,0.5,0.9164525314257934,0.40442454200820066
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,0,1.0,1.0,1.0,0.0,0.0,0.9165219806931038,0.3848504580091685
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,2,0.1,0,1.0,1.0,1.0,0.0,0.0,0.9165219806931038,0.3828248759964481
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,5,,0,0.4,1.0,0.5714285714285715,0.0,0.4,0.9207236613653726,0.15877154094050638
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,8,0.1,0,0.25,1.0,0.4,0.0,0.625,0.9205847628307522,0.17865591801819392
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,5,,0,0.4,1.0,0.5714285714285715,0.0,0.4,0.9207236613653726,0.15917795899440534
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,8,0.1,0,0.25,1.0,0.4,0.0,0.625,0.9247864435030211,0.18021312498603947
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,5,,0,0.4,1.0,0.5714285714285715,0.0,0.6,0.9164525314257934,0.1599792079650797
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,8,0.0,0,0.25,1.0,0.4,0.0,0.625,0.9122508507535245,0.1813862919807434
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,5,,0,0.4,1.0,0.5714285714285715,0.0,0.6,0.9164525314257934,0.17832704199827276
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,8,0.0,0,0.25,1.0,0.4,0.0,0.625,0.9122508507535245,0.2012679179897532
linear_control_clf,linear,classification,skb_f,,,,,val_fixed_k,2,,0,1.0,1.0,1.0,0.0,0.0,0.9165219806931038,0.12362679099896923
linear_control_clf,linear,classification,skb_mi,,,,,val_fixed_k,5,,0,0.4,1.0,0.5714285714285715,0.0,0.4,0.9039863879436072,0.146404250030173
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,1,1.0,1.0,1.0,0.0,0.0,0.9582609903465518,0.3831841670034919
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,1,0.6666666666666666,1.0,0.8,0.0,0.3333333333333333,0.9582609903465518,0.38354162595351227
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.9624626710188208,0.387513081979705
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,5,0.1,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.9624626710188208,0.39988683300907724
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,2,,1,1.0,1.0,1.0,0.0,0.0,0.9582609903465518,0.4012319989851676
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,1,0.6666666666666666,1.0,0.8,0.0,0.3333333333333333,0.9582609903465518,0.38536741700954735
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.962532120286131,0.15872166797635145
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,7,0.1,1,0.2857142857142857,1.0,0.4444444444444445,0.0,0.5714285714285714,0.9665949024237794,0.17711383299320005
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.9624626710188208,0.15910349995829165
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,8,0.1,1,0.25,1.0,0.4,0.0,0.625,0.962532120286131,0.18228687602095306
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.6,0.9541287589415932,0.1607950430479832
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,8,0.0,1,0.25,1.0,0.4,0.0,0.625,0.9624626710188208,0.18176429098821245
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.6,0.9541287589415932,0.1804921249859035
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,8,0.0,1,0.25,1.0,0.4,0.0,0.625,0.9624626710188208,0.2008282899914775
linear_control_clf,linear,classification,skb_f,,,,,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.9582609903465518,0.1267371669819113
linear_control_clf,linear,classification,skb_mi,,,,,val_fixed_k,5,,1,0.4,1.0,0.5714285714285715,0.0,0.4,0.9540593096742829,0.14820525000686757
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,2,0.2,0.5,0.28571428571428575,0.0,0.6,0.9207931106326828,0.38625929201953113
linear_control_clf,linear,classification,MID,difference,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,4,0.0,2,0.25,0.5,0.3333333333333333,0.0,0.5,0.9249947913049518,0.38398983198567294
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,2,0.2,0.5,0.28571428571428575,0.0,0.6,0.9331898048475589,0.40161674897535704
linear_control_clf,linear,classification,MIQ,quotient,mean,mutual_info_classif,mutual_info_sklearn,val_threshold,6,0.1,2,0.3333333333333333,1.0,0.5,0.0,0.5,0.9247864435030211,0.4005706239840947
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_fixed_k,5,,2,0.2,0.5,0.28571428571428575,0.0,0.6,0.9291964719772207,0.38718470896128565
linear_control_clf,linear,classification,MIFS,difference,sum,mutual_info_classif,mutual_info_sklearn,val_threshold,3,0.0,2,0.3333333333333333,0.5,0.4,0.0,0.3333333333333333,0.9165219806931038,0.3825522099796217
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_fixed_k,5,,2,0.4,1.0,0.5714285714285715,0.0,0.4,0.9292659212445309,0.15881487398291938
linear_control_clf,linear,classification,FCD,difference,mean,f_classif,pearson_abs,val_threshold,7,0.1,2,0.2857142857142857,1.0,0.4444444444444445,0.0,0.5714285714285714,0.912389749288145,0.17690112499985844
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_fixed_k,5,,2,0.4,1.0,0.5714285714285715,0.0,0.4,0.9292659212445309,0.16054087501834147
linear_control_clf,linear,classification,FCQ,quotient,mean,f_classif,pearson_abs,val_threshold,8,0.1,2,0.25,1.0,0.4,0.0,0.625,0.9290575734426001,0.1800766659725923
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_fixed_k,5,,2,0.4,1.0,0.5714285714285715,0.0,0.6,0.9249947913049518,0.16130629199324176
linear_control_clf,linear,classification,ModMRMR,multiplicative,max,f_classif,pearson_abs,val_threshold,7,0.1,2,0.2857142857142857,1.0,0.4444444444444445,0.0,0.5714285714285714,0.9166608792277242,0.182626250985777
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_fixed_k,5,,2,0.4,1.0,0.5714285714285715,0.0,0.6,0.9249947913049518,0.17917066600057296
linear_control_clf,linear,classification,ModMRMR_dcor,multiplicative,max,f_classif,distance_corr,val_threshold,7,0.1,2,0.2857142857142857,1.0,0.4444444444444445,0.0,0.5714285714285714,0.9166608792277242,0.20086016599088907
linear_control_clf,linear,classification,skb_f,,,,,val_fixed_k,5,,2,0.4,1.0,0.5714285714285715,0.0,0.4,0.9334676019167998,0.12533575200359337
