treatment,avg_rank,friedman_p,friedman_stat,n_blocks
linear,1.6666666666666667,0.12660710278908405,4.133333333333326,15
mixed,1.9333333333333333,0.12660710278908405,4.133333333333326,15
nonlinear,2.4,0.12660710278908405,4.133333333333326,15
