rank,spec,f1,noise_rate,average_precision
90,f|pearson_abs|difference|sum,0.43604576432145686,0.3361317846836109,0.6059555268803382
91,dcor|pearson_abs|quotient|mean,0.43397177125615144,0.4407309390149627,0.6855393167956013
92,mi|mutual_info_sklearn|multiplicative|max,0.4334383375962932,0.2636073903085737,0.5864412194122118
93,pearson|pearson_abs|multiplicative|sum,0.43139660781146083,0.3223296197556552,0.6005901175761337
94,pearson|spearman_abs|difference|sum,0.43129947226846926,0.2901775147928994,0.5958727593905109
95,spearman|distance_corr|quotient|mean,0.43112431096358295,0.39912790401821674,0.6613945550293105
96,dcor|pearson_abs|quotient|sum,0.43087861460450855,0.4328859299087851,0.6856860169007571
97,pearson|mutual_info_sklearn|difference|sum,0.4307389777249123,0.32010284587207666,0.590853622544451
98,f|pearson_abs|multiplicative|mean,0.4304062487486297,0.363391761909197,0.6364737670431883
99,f|pearson_abs|quotient|sum,0.4301973900339306,0.3786762579872062,0.6493006518348979
100,pearson|pearson_abs|difference|sum,0.43019116478303704,0.29066074950690335,0.5905576706331144
101,f|spearman_abs|multiplicative|mean,0.4297615391275155,0.3632688863195436,0.6341545425756226
102,mi|distance_corr|multiplicative|sum,0.4290101164247259,0.252631889806446,0.6002193405139684
103,pearson|spearman_abs|multiplicative|sum,0.4287837102424588,0.3245795493132771,0.5986022419023458
104,f|spearman_abs|difference|max,0.4287655001360122,0.3537577215816145,0.6079300333327021
105,f|pearson_abs|difference|max,0.42861588137300327,0.3532062884986377,0.6069314236802462
106,f|distance_corr|multiplicative|mean,0.4284345819308843,0.36724326721473993,0.6302302177790987
107,f|distance_corr|quotient|sum,0.42811575627888665,0.3792275356855934,0.6340248585380466
108,pearson|distance_corr|difference|sum,0.42779316641584453,0.27925049309664696,0.5853075297483581
109,f|distance_corr|difference|mean,0.42745499551210675,0.35406641498862923,0.6061009338070956
110,pearson|distance_corr|multiplicative|sum,0.4269350931430952,0.3323808078837665,0.5915150739090923
111,mi|mutual_info_sklearn|multiplicative|sum,0.4269304640317693,0.26806216630181123,0.5825755186119772
112,f|pearson_abs|quotient|max,0.42692699870192097,0.3859677477912818,0.6481747027155608
113,dcor|spearman_abs|quotient|mean,0.4262089390850352,0.4377526352674282,0.6683306473338394
114,spearman|pearson_abs|quotient|sum,0.42620736571870804,0.40701675734315834,0.6456617541629733
115,f|pearson_abs|quotient|mean,0.4261923733169375,0.3870643952250379,0.6495319415054234
116,f|spearman_abs|difference|mean,0.4261708151091428,0.3572528622932469,0.6091709722557362
117,f|pearson_abs|difference|mean,0.42609884984698976,0.3565078685447864,0.6080291933841407
118,f|spearman_abs|quotient|sum,0.42587362949199137,0.38282951714133556,0.6390435354186585
119,mi|spearman_abs|difference|mean,0.4258538723051764,0.21057974077204847,0.5973922285800983
120,mi|pearson_abs|difference|mean,0.42550580735732346,0.20500986193293885,0.5989716376106909
121,dcor|distance_corr|quotient|max,0.4252204017340888,0.43335626637791075,0.6660303724800978
122,f|distance_corr|difference|max,0.425073671323034,0.3581675509720896,0.6038569791987961
123,f|pearson_abs|multiplicative|max,0.42376032536985836,0.39096298227200244,0.6388233909378302
124,pearson|distance_corr|quotient|mean,0.4235368753875867,0.4001103625292649,0.6343976618088524
125,f|distance_corr|quotient|mean,0.4234891662834677,0.39030034230141397,0.6344265543966425
126,dcor|pearson_abs|quotient|max,0.4233965134293322,0.45905285524640865,0.6727174683604046
127,f|mutual_info_sklearn|multiplicative|mean,0.42301283784689286,0.3929631478655628,0.6297705060886865
128,f|spearman_abs|multiplicative|max,0.42265742852527083,0.3889555255482516,0.6365243941132676
129,f|spearman_abs|quotient|max,0.42263486411364937,0.3885563871419936,0.6402310580908348
130,f|spearman_abs|quotient|mean,0.4221560574884066,0.39093290012126,0.6392825901196912
131,spearman|distance_corr|quotient|max,0.4221499253373096,0.4177187983525089,0.6445411505422513
