dataset,dependence,task,method,operator,aggregation,relevance,redundancy,stop_mode,k,score_threshold,seed,precision,recall,f1,redundancy_rate,noise_rate,downstream_score,runtime_s
parabola,nonlinear,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,threshold,5,0.05,2,0.0,0.0,0.0,0.2,0.6,0.9856175771358536,0.010351499979151413
parabola,nonlinear,regression,ModMRMR,multiplicative,max,f_regression,pearson_abs,threshold,5,0.1,2,0.0,0.0,0.0,0.2,0.6,0.9856175771358536,0.010477666015503928
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,fixed_k,1,,2,0.0,0.0,0.0,0.0,0.0,0.9862655283663183,0.015265791997080669
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,fixed_k,2,,2,0.0,0.0,0.0,0.0,0.5,0.9865951134269628,0.01610929099842906
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,fixed_k,5,,2,0.0,0.0,0.0,0.2,0.6,0.9856175771358536,0.017687874991679564
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,threshold,8,0.0,2,0.125,1.0,0.2222222222222222,0.125,0.625,0.9850423945613411,0.01949570799479261
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,threshold,5,0.05,2,0.0,0.0,0.0,0.2,0.6,0.9856175771358536,0.01826049998635426
parabola,nonlinear,regression,ModMRMR_dcor,multiplicative,max,f_regression,distance_corr,threshold,5,0.1,2,0.0,0.0,0.0,0.2,0.6,0.9856175771358536,0.01875479202135466
parabola,nonlinear,regression,skb_f,,,,,fixed_k,1,,2,0.0,0.0,0.0,0.0,0.0,0.9862655283663183,0.00025879201712086797
parabola,nonlinear,regression,skb_f,,,,,fixed_k,2,,2,0.0,0.0,0.0,0.0,0.5,0.9867411990708502,0.0002371660084463656
parabola,nonlinear,regression,skb_f,,,,,fixed_k,5,,2,0.2,1.0,0.33333333333333337,0.2,0.4,0.9866960696048105,0.0002454579807817936
parabola,nonlinear,regression,skb_mi,,,,,fixed_k,1,,2,0.0,0.0,0.0,0.0,0.0,0.9862655283663183,0.007352333981543779
