treatment,avg_rank,friedman_p,friedman_stat,n_blocks
val_fixed_k,1.9090909090909092,0.016940373522533955,10.199999999999989,11
val_threshold,1.9090909090909092,0.016940373522533955,10.199999999999989,11
threshold,2.8181818181818183,0.016940373522533955,10.199999999999989,11
fixed_k,3.3636363636363638,0.016940373522533955,10.199999999999989,11
