method,source,dataset,k,seed,recovery_f1,noise_rate,runtime_s
MID,modmrmr,nonlin_redundancy_clf,3,1,0.4,0.6666666666666666,0.06359937501838431
MID,modmrmr,nonlin_redundancy_clf,5,1,0.28571428571428575,0.8,0.06087975000264123
MIQ,modmrmr,nonlin_redundancy_clf,3,1,0.4,0.6666666666666666,0.06239816598827019
MIQ,modmrmr,nonlin_redundancy_clf,5,1,0.28571428571428575,0.8,0.06274041603319347
FCD,modmrmr,nonlin_redundancy_clf,3,1,0.8,0.3333333333333333,0.007419875008054078
FCD,modmrmr,nonlin_redundancy_clf,5,1,0.5714285714285715,0.6,0.007888459018431604
FCQ,modmrmr,nonlin_redundancy_clf,3,1,0.8,0.3333333333333333,0.00721029203850776
FCQ,modmrmr,nonlin_redundancy_clf,5,1,0.5714285714285715,0.6,0.008219667011871934
ModMRMR,modmrmr,nonlin_redundancy_clf,3,1,0.8,0.3333333333333333,0.0071841670433059335
ModMRMR,modmrmr,nonlin_redundancy_clf,5,1,0.5714285714285715,0.6,0.008189207990653813
mrmr_selection_classif,external,nonlin_redundancy_clf,3,2,0.4,0.6666666666666666,1.510267790989019
mrmr_selection_classif,external,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,2.091471833002288
cmim,external,nonlin_redundancy_clf,3,2,0.0,1.0,0.008054958016145974
cmim,external,nonlin_redundancy_clf,5,2,0.0,1.0,0.011675874993670732
jmi,external,nonlin_redundancy_clf,3,2,0.8,0.3333333333333333,0.007691500009968877
jmi,external,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,0.011632125009782612
MID,modmrmr,nonlin_redundancy_clf,3,2,0.4,0.6666666666666666,0.06860104197403416
MID,modmrmr,nonlin_redundancy_clf,5,2,0.28571428571428575,0.8,0.06239199999254197
MIQ,modmrmr,nonlin_redundancy_clf,3,2,0.4,0.6666666666666666,0.06044808396836743
MIQ,modmrmr,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,0.0612005420261994
FCD,modmrmr,nonlin_redundancy_clf,3,2,0.8,0.3333333333333333,0.0072352500283159316
FCD,modmrmr,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,0.007807750022038817
FCQ,modmrmr,nonlin_redundancy_clf,3,2,0.4,0.6666666666666666,0.007051582972053438
FCQ,modmrmr,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,0.008151290996465832
ModMRMR,modmrmr,nonlin_redundancy_clf,3,2,0.8,0.3333333333333333,0.007121792004909366
ModMRMR,modmrmr,nonlin_redundancy_clf,5,2,0.5714285714285715,0.6,0.008186499995645136
mrmr_selection_classif,external,nonlin_redundancy_reg,3,0,0.8,0.3333333333333333,1.501320541021414
mrmr_selection_classif,external,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,2.115955416986253
MID,modmrmr,nonlin_redundancy_reg,3,0,0.8,0.3333333333333333,0.0629541669622995
MID,modmrmr,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,0.06306020799092948
MIQ,modmrmr,nonlin_redundancy_reg,3,0,0.4,0.6666666666666666,0.06603466696105897
MIQ,modmrmr,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,0.06378166697686538
FCD,modmrmr,nonlin_redundancy_reg,3,0,0.8,0.3333333333333333,0.007890082953963429
FCD,modmrmr,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,0.0085644589853473
FCQ,modmrmr,nonlin_redundancy_reg,3,0,0.8,0.3333333333333333,0.007164207985624671
FCQ,modmrmr,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,0.008418707991950214
ModMRMR,modmrmr,nonlin_redundancy_reg,3,0,0.8,0.3333333333333333,0.007131125021260232
ModMRMR,modmrmr,nonlin_redundancy_reg,5,0,0.5714285714285715,0.6,0.008199749980121851
mrmr_selection_classif,external,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,1.5148893329896964
mrmr_selection_classif,external,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,2.116440750018228
MID,modmrmr,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,0.06556125002680346
MID,modmrmr,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,0.06290529097896069
MIQ,modmrmr,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,0.0659100420307368
MIQ,modmrmr,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,0.06524737499421462
FCD,modmrmr,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,0.007497334037907422
FCD,modmrmr,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,0.007950917002744973
FCQ,modmrmr,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,0.007208709022961557
FCQ,modmrmr,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,0.008209833002183586
ModMRMR,modmrmr,nonlin_redundancy_reg,3,1,0.8,0.3333333333333333,0.007083166972734034
ModMRMR,modmrmr,nonlin_redundancy_reg,5,1,0.5714285714285715,0.6,0.008282958995550871
mrmr_selection_classif,external,nonlin_redundancy_reg,3,2,0.8,0.3333333333333333,1.5588192089926451
mrmr_selection_classif,external,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,2.123198457993567
MID,modmrmr,nonlin_redundancy_reg,3,2,0.8,0.3333333333333333,0.06766466697445139
MID,modmrmr,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,0.06402529199840501
MIQ,modmrmr,nonlin_redundancy_reg,3,2,0.4,0.6666666666666666,0.06604066700674593
MIQ,modmrmr,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,0.06498299998929724
FCD,modmrmr,nonlin_redundancy_reg,3,2,0.8,0.3333333333333333,0.007305459002964199
FCD,modmrmr,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,0.007830167014617473
FCQ,modmrmr,nonlin_redundancy_reg,3,2,0.8,0.3333333333333333,0.007096249959431589
FCQ,modmrmr,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,0.00817920797271654
ModMRMR,modmrmr,nonlin_redundancy_reg,3,2,0.8,0.3333333333333333,0.007178791973274201
ModMRMR,modmrmr,nonlin_redundancy_reg,5,2,0.5714285714285715,0.6,0.008621166984084994
mrmr_selection_classif,external,linear_control_clf,3,0,1.0,0.0,1.6266545839607716
mrmr_selection_classif,external,linear_control_clf,5,0,0.7499999999999999,0.4,1.9683953339699656
cmim,external,linear_control_clf,3,0,0.0,1.0,0.009851292008534074
cmim,external,linear_control_clf,5,0,0.5,0.6,0.014233166992198676
jmi,external,linear_control_clf,3,0,0.3333333333333333,0.6666666666666666,0.00906745798420161
jmi,external,linear_control_clf,5,0,0.7499999999999999,0.4,0.014184875006321818
MID,modmrmr,linear_control_clf,3,0,0.6666666666666666,0.3333333333333333,0.08716154098510742
MID,modmrmr,linear_control_clf,5,0,0.5,0.6,0.10003133298596367
MIQ,modmrmr,linear_control_clf,3,0,0.6666666666666666,0.3333333333333333,0.08327583299251273
MIQ,modmrmr,linear_control_clf,5,0,0.5,0.6,0.08364766603335738
FCD,modmrmr,linear_control_clf,3,0,1.0,0.0,0.009504082961939275
FCD,modmrmr,linear_control_clf,5,0,0.7499999999999999,0.4,0.01025774999288842
FCQ,modmrmr,linear_control_clf,3,0,1.0,0.0,0.009206583024933934
FCQ,modmrmr,linear_control_clf,5,0,0.7499999999999999,0.4,0.009967666992451996
ModMRMR,modmrmr,linear_control_clf,3,0,0.6666666666666666,0.3333333333333333,0.008835999993607402
ModMRMR,modmrmr,linear_control_clf,5,0,0.5,0.6,0.010039125045295805
